,text,clean_text,is_spam
3489,Huh but i got lesson at 4 lei n i was thinkin of going to sch earlier n i tot of parkin at kent vale...  ,ฮะ แต่ฉันมีเรียนตอน 4 โมง และฉันคิดว่าจะไปโรงเรียนเช้าและฉันคิดว่าจะไปเที่ยวที่เค็นท์เวล...,0
3490,Ok.,โอเค.,0
3491,I will reach office around  &lt;DECIMAL&gt; . &amp; my mobile have problem. You cann't get my voice. So call you asa i'll free,ฉันจะถึงออฟฟิศประมาณ &แอลที; แอลทีแอนด์จี; & แอมป์; มือถือของฉันมีปัญหา เธอไม่ได้ยินเสียงของฉัน ดังนั้นโทรหาเธอทันทีฉันจะว่างนะ,0
3492,"Cool, text me when you head out",เจ๋ง ส่งข้อความหาฉันเมื่อเธอออกไปนะ,0
3495,Happy birthday... May u find ur prince charming soon n dun work too hard...,สุขสันต์วันเกิด...ขอให้เธอหาเจ้าชายที่มีเสน่ห์ในเร็วๆนี้และอย่าทํางานหนักเกินไปนะ...,0
3496,"Oh, the grand is having a bit of a party but it doesn't mention any cover charge so it's probably first come first served",โอ้ แกรนด์มีปาร์ตี้นิดหน่อย แต่มันไม่ได้พูดถึงค่าใช้จ่ายใดๆ เลย ดังนั้นมันอาจจะมาก่อนเสิร์ฟ,0
3497,You said to me before i went back to bed that you can't sleep for anything.,คุณบอกฉันก่อนฉันกลับไปนอน ว่าคุณจะนอนไม่หลับเพราะอะไร,0
3498,I hope you arnt pissed off but id would really like to see you tomorrow. Love me xxxxxxxxxxxxxX,ฉันหวังว่าเธอจะโกรธนะแต่ไอดีอยากจะเจอเธอพรุ่งนี้ รักฉันนะที่รัก,0
3500,says the  &lt;#&gt;  year old with a man and money. I'm down to my last  &lt;#&gt; . Still waiting for that check.,บอกว่า & lt; # & gt; ปีกับผู้ชายและเงิน ฉันลงไปที่สุดท้าย & lt; # & gt; ยังคงรอการตรวจสอบนั้น,0
3501,I will come to ur home now,ฉันจะมาที่บ้านของเธอเดี๋ยวนี้ละ,0
3502,Free any day but i finish at 6 on mon n thurs...,ว่างวันไหนก็ได้แต่ฉันเสร็จตอน 6 โมงวันจันทร์กับวันพฤหัสบดี...,0
3503,Will you be here for food,คุณจะอยู่ที่นี่สําหรับอาหารหรือไม่?,0
3504,"life alle mone,eppolum oru pole allalo",ชีวิตทุกส่วนเป็นอันตราย เสาบ้านของฉัน,0
3505,Nite...,ฝันดีนะ...,0
3506,Two fundamentals of cool life: \Walk,สองปัจจัยพื้นฐานของชีวิตเย็น: \ เดิน,0
3507,"Camera quite good, 10.1mega pixels, 3optical and 5digital dooms. Have a lovely holiday, be safe and i hope you hav a good journey! Happy new year to you both! See you in a couple of weeks! ",กล้องค่อนข้างดีนะ พิกเจอร์ พิกเจอร์ เอชดี และ เอชดีดีเอส ขอให้มีวันหยุดที่ดี ขอให้ปลอดภัยนะ และฉันหวังว่าเธอจะมีการเดินทางที่ดีนะ สุขสันต์วันปีใหม่แก่เธอทั้งสอง แล้วเจอกันในอีกสองสามสัปดาห์นะ,0
3508,Hi Petey!noiåÕm ok just wanted 2 chat coz avent spoken 2 u 4 a long time-hope ur doin alrite.have good nit at js love ya am.x,ไง พีตี้ จูบ โอเค แค่ต้องการแชทเพราะเฟย์คุยกับเธอนานๆ ทําเธอฝันดีนะ ฝันดีที่ js รักเธอนะ,0
3509,I just saw ron burgundy captaining a party boat so yeah,ฉันเพิ่งเห็นรอน เบอร์กันดี จัดปาร์ตี้บนเรือ,0
3510,I'm serious. You are in the money base,ฉันซีเรียสนะ คุณอยู่ในฐานเงิน,0
3511,Already one guy loving you:-.,มีชายคนหนึ่งรักคุณแล้ว :-,0
3512,Staff of placement training in Amrita college.,พนักงานของการฝึกอบรมตําแหน่งใน วิทยาลัย Trunch,0
3513,I always chat with you. In fact i need money can you raise me?,ฉันคุยกับเธอเสมอ จริงๆแล้วฉันต้องการเงิน เธอช่วยเลี้ยงฉันได้ไหม,0
3514,I'm job profile seems like bpo..,ฉันคือโปรไฟล์งาน ดูเหมือนจะเป็นงาน...,0
3515,"Well, I was about to give up cos they all said no they didnÛ÷t do one nighters. I persevered and found one but it is very cheap so i apologise in advance. It is just somewhere to sleep isnt it?",อืม ฉันกําลังจะยอมแพ้เพราะทุกคนบอกว่าไม่ พวกเขาไม่ได้ทําคืนเดียว ฉันบากบั่นและเจอมันแต่มันราคาถูกมากดังนั้นฉันขอโทษล่วงหน้า มันอยู่ที่ไหนสักที่เพื่อนอนใช่ไหมอ่ะ,0
